0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
-8.325261675144506324e-01	7.482591275629077998e-01	6.461760901199021800e-01	5.238729984684940000e-01
1.101357218317885328e-01	-4.971803163284846949e-01	-7.585079521878624886e-01	-9.465829324152886803e-01
8.787174673988921159e-01	-5.287163507631937875e-01	9.738490302137346732e-02	1.000000000000000000e+00
-1.130003632188240625e-01	7.906546079554209738e-01	6.492886425310848697e-01	-7.570223741346769897e-01
-9.620290884799891362e-01	-4.115941525399804263e-02	-1.000000000000000000e+00	4.412678395925248021e-01
4.224929880886235112e-01	-7.688289967214081422e-01	8.629980237131685827e-01	-2.141247148225710606e-01
7.846824985730992408e-01	1.000000000000000000e+00	-5.312093839774559845e-01	8.439113845525894608e-02
-1.000000000000000000e+00	-6.893528861153407350e-01	2.637065169180970448e-01	-3.194483418050467205e-02
3.628284933588614702e-01	2.008689790939084951e-01	-6.567727462112503412e-02	6.908668290943590154e-03
