0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000042e-02	9.706900064408800541e-07
4.000000000000000083e-02	-3.600059881199999834e-06
5.999999999999999778e-02	6.638159451959999831e-06
8.000000000000000167e-02	3.351879837355000298e-05
1.000000000000000056e-01	3.962150191695999898e-05
1.199999999999999956e-01	2.373270805178999914e-05
1.400000000000000133e-01	-1.289459815746000088e-05
1.600000000000000033e-01	-7.407931750040000138e-05
1.799999999999999933e-01	-1.456810216705999830e-04
2.000000000000000111e-01	-2.168799936886799866e-04
2.200000000000000011e-01	-2.999829791504999535e-04
2.399999999999999911e-01	-3.946600626121000402e-04
2.600000000000000089e-01	-4.747092411729999985e-04
2.800000000000000266e-01	-5.667423048119999297e-04
2.999999999999999889e-01	-7.149439343188000642e-04
3.200000000000000067e-01	-8.525860457189999957e-04
3.400000000000000244e-01	-9.783109868800000594e-04
3.599999999999999867e-01	-1.129077109559999993e-03
3.800000000000000044e-01	-1.275455795060000033e-03
4.000000000000000222e-01	-1.392361927670000008e-03
4.199999999999999845e-01	-1.480773712000000089e-03
4.400000000000000022e-01	-1.558135767800000000e-03
4.600000000000000200e-01	-1.604149535100000143e-03
4.799999999999999822e-01	-1.585844173700000012e-03
5.000000000000000000e-01	-1.469319804000000004e-03
5.200000000000000178e-01	-1.269422450000000022e-03
5.400000000000000355e-01	-1.046421470000000143e-03
5.600000000000000533e-01	-8.781725000000000425e-04
5.799999999999999600e-01	-7.712065000000000370e-04
5.999999999999999778e-01	-7.370019299999999024e-04
6.199999999999999956e-01	-7.029331699999999579e-04
6.400000000000000133e-01	-6.477682000000000231e-04
6.600000000000000311e-01	-5.399546600000000064e-04
6.800000000000000488e-01	-3.070596000000000306e-04
6.999999999999999556e-01	-5.861720000000000520e-05
7.199999999999999734e-01	1.872541999999999935e-04
7.399999999999999911e-01	3.879549999999999947e-04
7.600000000000000089e-01	5.117060000000000098e-04
7.800000000000000266e-01	5.721619999999999744e-04
8.000000000000000444e-01	6.196780000000000257e-04
8.199999999999999512e-01	6.707969999999999948e-04
8.399999999999999689e-01	7.075146000000000039e-04
8.599999999999999867e-01	6.949620000000000320e-04
8.800000000000000044e-01	6.918379999999999582e-04
9.000000000000000222e-01	7.141009999999998635e-04
9.200000000000000400e-01	7.803920000000000865e-04
9.399999999999999467e-01	8.964399999999999756e-04
9.599999999999999645e-01	9.386950000000000242e-04
9.799999999999999822e-01	1.034849999999999919e-03
1.000000000000000000e+00	1.158979999999999993e-03
1.020000000000000018e+00	1.216089999999999966e-03
1.040000000000000036e+00	1.224370000000000232e-03
1.060000000000000053e+00	1.278839999999999838e-03
1.080000000000000071e+00	1.303410000000000072e-03
1.100000000000000089e+00	1.258610000000000067e-03
1.120000000000000107e+00	1.234979999999999889e-03
1.139999999999999902e+00	1.369960000000000145e-03
1.159999999999999920e+00	1.534150000000000184e-03
1.179999999999999938e+00	1.573170000000000037e-03
1.199999999999999956e+00	1.647579999999999835e-03
1.219999999999999973e+00	1.839980999999999865e-03
1.239999999999999991e+00	2.116934000000000003e-03
1.260000000000000009e+00	2.213296999999999921e-03
1.280000000000000027e+00	2.113895000000000184e-03
1.300000000000000044e+00	1.880780999999999989e-03
1.320000000000000062e+00	1.577477999999999997e-03
1.340000000000000080e+00	1.355278000000000125e-03
1.360000000000000098e+00	1.183248999999999933e-03
1.379999999999999893e+00	1.066803299999999951e-03
1.399999999999999911e+00	1.035260500000000040e-03
1.419999999999999929e+00	1.071368000000000060e-03
1.439999999999999947e+00	1.116671999999999977e-03
1.459999999999999964e+00	1.121217000000000090e-03
1.479999999999999982e+00	1.234479999999999822e-03
1.500000000000000000e+00	1.432534200000000132e-03
1.520000000000000018e+00	1.591441999999999987e-03
1.540000000000000036e+00	1.774432000000000049e-03
1.560000000000000053e+00	2.006340000000000120e-03
1.580000000000000071e+00	2.230155000000000158e-03
1.600000000000000089e+00	2.456339999999999999e-03
1.620000000000000107e+00	2.657230000000000009e-03
1.639999999999999902e+00	2.879020000000000364e-03
1.659999999999999920e+00	3.143579999999999985e-03
1.679999999999999938e+00	3.387429999999999868e-03
1.699999999999999956e+00	3.607939999999999585e-03
1.719999999999999973e+00	3.684859999999999872e-03
1.739999999999999991e+00	3.512480000000000116e-03
1.760000000000000009e+00	3.159340000000000065e-03
1.780000000000000027e+00	2.723170999999999925e-03
1.800000000000000044e+00	2.271025999999999774e-03
1.820000000000000062e+00	1.815967000000000145e-03
1.840000000000000080e+00	1.306747000000000030e-03
1.860000000000000098e+00	7.730249999999999925e-04
1.879999999999999893e+00	3.177540000000000074e-04
1.899999999999999911e+00	-5.765800000000003648e-05
1.919999999999999929e+00	-4.339480000000000811e-04
1.939999999999999947e+00	-8.775400000000000041e-04
1.959999999999999964e+00	-1.493709999999999873e-03
1.979999999999999982e+00	-2.310693099999999982e-03
2.000000000000000000e+00	-3.248489000000000237e-03
2.020000000000000018e+00	-4.285640000000000283e-03
2.040000000000000036e+00	-5.321160000000000126e-03
2.060000000000000053e+00	-6.229610000000000009e-03
2.080000000000000071e+00	-6.820309999999999567e-03
2.100000000000000089e+00	-7.134190000000000323e-03
2.120000000000000107e+00	-7.460269999999999749e-03
2.140000000000000124e+00	-7.843730000000000147e-03
2.160000000000000142e+00	-8.290850000000000650e-03
2.180000000000000160e+00	-8.736040000000000472e-03
2.200000000000000178e+00	-9.122720000000000828e-03
2.220000000000000195e+00	-9.606830000000000230e-03
2.240000000000000213e+00	-1.028033000000000072e-02
2.259999999999999787e+00	-1.106678999999999996e-02
2.279999999999999805e+00	-1.173247000000000005e-02
2.299999999999999822e+00	-1.228212000000000054e-02
2.319999999999999840e+00	-1.281461999999999879e-02
2.339999999999999858e+00	-1.325148999999999945e-02
2.359999999999999876e+00	-1.357629000000000127e-02
2.379999999999999893e+00	-1.384506999999999925e-02
2.399999999999999911e+00	-1.392968999999999978e-02
2.419999999999999929e+00	-1.361493000000000078e-02
2.439999999999999947e+00	-1.281212999999999970e-02
2.459999999999999964e+00	-1.138063999999999916e-02
2.479999999999999982e+00	-9.484710000000000363e-03
2.500000000000000000e+00	-7.246159999999999754e-03
2.520000000000000018e+00	-4.774050000000000168e-03
2.540000000000000036e+00	-2.083215600000000011e-03
2.560000000000000053e+00	7.207699999999999177e-04
2.580000000000000071e+00	3.431769999999999786e-03
2.600000000000000089e+00	6.094185999999999701e-03
2.620000000000000107e+00	8.641349999999999032e-03
2.640000000000000124e+00	1.098687999999999922e-02
2.660000000000000142e+00	1.308524999999999966e-02
2.680000000000000160e+00	1.475664000000000142e-02
2.700000000000000178e+00	1.569158000000000011e-02
2.720000000000000195e+00	1.606988999999999987e-02
2.740000000000000213e+00	1.624514000000000166e-02
2.759999999999999787e+00	1.656433000000000211e-02
2.779999999999999805e+00	1.707030999999999826e-02
2.799999999999999822e+00	1.757370999999999933e-02
2.819999999999999840e+00	1.783283999999999911e-02
2.839999999999999858e+00	1.773960000000000120e-02
2.859999999999999876e+00	1.774623999999999993e-02
2.879999999999999893e+00	1.811025000000000135e-02
2.899999999999999911e+00	1.849164000000000016e-02
2.919999999999999929e+00	1.858225999999999975e-02
2.939999999999999947e+00	1.852436999999999834e-02
2.959999999999999964e+00	1.811363000000000209e-02
2.979999999999999982e+00	1.711962800000000132e-02
3.000000000000000000e+00	1.555667999999999808e-02
3.020000000000000018e+00	1.350727999999999998e-02
3.040000000000000036e+00	1.104344999999999979e-02
3.060000000000000053e+00	8.049390000000000017e-03
3.080000000000000071e+00	4.695279999999999593e-03
3.100000000000000089e+00	1.560399999999999981e-03
3.120000000000000107e+00	-8.920999999999998376e-04
3.140000000000000124e+00	-2.552529999999999903e-03
3.160000000000000142e+00	-3.267619999999999726e-03
3.180000000000000160e+00	-3.057419999999999929e-03
3.200000000000000178e+00	-2.777390000000000241e-03
3.220000000000000195e+00	-3.227819999999999735e-03
3.240000000000000213e+00	-4.360340000000000743e-03
3.259999999999999787e+00	-6.246650000000000293e-03
3.279999999999999805e+00	-8.662229999999999930e-03
3.299999999999999822e+00	-1.093585000000000043e-02
3.319999999999999840e+00	-1.249541000000000020e-02
3.339999999999999858e+00	-1.289800999999999795e-02
3.359999999999999876e+00	-1.267882999999999857e-02
3.379999999999999893e+00	-1.259725000000000081e-02
3.399999999999999911e+00	-1.305649000000000046e-02
3.419999999999999929e+00	-1.442053999999999905e-02
